
# Surface 0 of 1 surfaces

# Curve title: "g(x,y)"

# IsoCurve 0, 100 points
# x y z type
-10 -10  380 i
-4.94949  0.361446  41.1914 i
-4.74747  0.361446  38.4973 i
-4.54545  0.361446  35.8849 i
-4.34343  0.361446  33.3541 i
-4.14141  0.361446  30.9049 i
-3.93939  0.361446  28.5374 i
-3.73737  0.361446  26.2515 i
-3.53535  0.361446  24.0472 i
-3.33333  0.361446  21.9245 i
-3.13131  0.361446  19.8834 i
-2.92929  0.361446  17.924 i
-2.72727  0.361446  16.0462 i
-2.52525  0.361446  14.25 i
-2.32323  0.361446  12.5355 i
-2.12121  0.361446  10.9025 i
-1.91919  0.361446  9.35124 i
-1.71717  0.361446  7.88156 i
-1.51515  0.361446  6.4935 i
-1.31313  0.361446  5.18707 i
-1.11111  0.361446  3.96227 i
-0.909091  0.361446  2.81908 i
-0.707071  0.361446  1.75752 i
-0.505051  0.361446  0.77759 i
-0.30303  0.361446 -0.120721 i
-0.10101  0.361446 -0.937406 i
 0.10101  0.361446 -1.67247 i
 0.30303  0.361446 -2.3259 i
 0.505051  0.361446 -2.89772 i
 0.707071  0.361446 -3.38791 i
 0.909091  0.361446 -3.79647 i
 1.11111  0.361446 -4.12341 i
 1.31313  0.361446 -4.36873 i
 1.51515  0.361446 -4.53242 i
 1.71717  0.361446 -4.61448 i
 1.91919  0.361446 -4.61493 i
 2.12121  0.361446 -4.53374 i
 2.32323  0.361446 -4.37094 i
 2.52525  0.361446 -4.12651 i
 2.72727  0.361446 -3.80045 i
 2.92929  0.361446 -3.39277 i
 3.13131  0.361446 -2.90347 i
 3.33333  0.361446 -2.33254 i
 3.53535  0.361446 -1.67999 i
 3.73737  0.361446 -0.945815 i
 3.93939  0.361446 -0.130014 i
 4.14141  0.361446  0.767411 i
 4.34343  0.361446  1.74646 i
 4.54545  0.361446  2.80713 i
 4.74747  0.361446  3.94943 i
 4.94949  0.361446  5.17335 i
 5.15152  0.361446  6.4789 i
 5.35354  0.361446  7.86607 i
 5.55556  0.361446  9.33487 i
 5.75758  0.361446  10.8853 i
 5.9596  0.361446  12.5173 i
 6.16162  0.361446  14.231 i
 6.36364  0.361446  16.0263 i
 6.56566  0.361446  17.9032 i
 6.76768  0.361446  19.8617 i
 6.9697  0.361446  21.9019 i
 7.17172  0.361446  24.0237 i
 7.37374  0.361446  26.2271 i
 7.57576  0.361446  28.5122 i
 7.77778  0.361446  30.8788 i
 7.9798  0.361446  33.3271 i
 8.18182  0.361446  35.857 i
 8.38384  0.361446  38.4686 i
 8.58586  0.361446  41.1617 i
 8.78788  0.361446  43.9365 i
 8.9899  0.361446  46.7929 i
 9.19192  0.361446  49.7309 i
 9.39394  0.361446  52.7506 i
 9.59596  0.361446  55.8519 i
 9.79798  0.361446  59.0348 i
 10  0.361446  62.2993 i

# IsoCurve 130, 100 points
# x y z type
-10  0.441767  134.01 i
-9.79798  0.441767  129.292 i
-9.59596  0.441767  124.655 i
-9.39394  0.441767  120.1 i
-9.19192  0.441767  115.626 i
-8.9899  0.441767  111.235 i
-8.78788  0.441767  106.924 i
-8.58586  0.441767  102.696 i
-8.38384  0.441767  98.5485 i
-8.18182  0.441767  94.4831 i
-7.9798  0.441767  90.4992 i
-7.77778  0.441767  86.5971 i
-7.57576  0.441767  82.7765 i
-7.37374  0.441767  79.0376 i
-7.17172  0.441767  75.3803 i
-6.9697  0.441767  71.8046 i
-6.76768  0.441767  68.3105 i
-6.56566  0.441767  64.8981 i
-6.36364  0.441767  61.5673 i
-6.16162  0.441767  58.3181 i
-5.9596  0.441767  55.1505 i
-5.75758  0.441767  52.0646 i
-5.55556  0.441767  49.0602 i
-5.35354  0.441767  46.1376 i
-5.15152  0.441767  43.2965 i
-4.94949  0.441767  40.537 i
-4.74747  0.441767  37.8592 i
-4.54545  0.441767  35.263 i
-4.34343  0.441767  32.7485 i
-4.14141  0.441767  30.3155 i
-3.93939  0.441767  27.9642 i
-3.73737  0.441767  25.6945 i
-3.53535  0.441767  23.5064 i
-3.33333  0.441767  21.4 i
-3.13131  0.441767  19.3752 i
-2.92929  0.441767  17.432 i
-2.72727  0.441767  15.5704 i
-2.52525  0.441767  13.7904 i
-2.32323  0.441767  12.0921 i
-2.12121  0.441767  10.4754 i
-1.91919  0.441767  8.94032 i
-1.71717  0.441767  7.48687 i
-1.51515  0.441767  6.11504 i
-1.31313  0.441767  4.82483 i
-1.11111  0.441767  3.61625 i
-0.909091  0.441767  2.48929 i
-0.707071  0.441767  1.44396 i
-0.505051  0.441767  0.480253 i
-0.30303  0.441767 -0.40183 i
-0.10101  0.441767 -1.20229 i
 0.10101  0.441767 -1.92112 i
 0.30303  0.441767 -2.55834 i
 0.505051  0.441767 -3.11392 i
 0.707071  0.441767 -3.58788 i
 0.909091  0.441767 -3.98022 i
 1.11111  0.441767 -4.29093 i
 1.31313  0.441767 -4.52002 i
 1.51515  0.441767 -4.66749 i
 1.71717  0.441767 -4.73333 i
 1.91919  0.441767 -4.71754 i
 2.12121  0.441767 -4.62014 i
 2.32323  0.441767 -4.4411 i
 2.52525  0.441767 -4.18045 i
 2.72727  0.441767 -3.83817 i
 2.92929  0.441767 -3.41426 i
 3.13131  0.441767 -2.90873 i
 3.33333  0.441767 -2.32158 i
 3.53535  0.441767 -1.6528 i
 3.73737  0.441767 -0.902394 i
 3.93939  0.441767 -0.0703668 i
 4.14141  0.441767  0.843285 i
 4.34343  0.441767  1.83856 i
 4.54545  0.441767  2.91546 i
 4.74747  0.441767  4.07399 i
 4.94949  0.441767  5.31413 i
 5.15152  0.441767  6.63591 i
 5.35354  0.441767  8.0393 i
 5.55556  0.441767  9.52433 i
 5.75758  0.441767  11.091 i
 5.9596  0.441767  12.7392 i
 6.16162  0.441767  14.4691 i
 6.36364  0.441767  16.2807 i
 6.56566  0.441767  18.1738 i
 6.76768  0.441767  20.1486 i
 6.9697  0.441767  22.205 i
 7.17172  0.441767  24.343 i
 7.37374  0.441767  26.5626 i
 7.57576  0.441767  28.8639 i
 7.77778  0.441767  31.2468 i
 7.9798  0.441767  33.7113 i
 8.18182  0.441767  36.2574 i
 8.38384  0.441767  38.8852 i
 8.58586  0.441767  41.5946 i
 8.78788  0.441767  44.3856 i
 8.9899  0.441767  47.2582 i
 9.19192  0.441767  50.2125 i
 9.39394  0.441767  53.2484 i
 9.59596  0.441767  56.3659 i
 9.79798  0.441767  59.565 i
 10  0.441767  62.8458 i

# IsoCurve 131, 100 points
# x y z type
-10  0.522088  132.963 i
-9.79798  0.522088  128.261 i
-9.59596  0.522088  123.641 i
-9.39394  0.522088  119.102 i
-9.19192  0.522088  114.644 i
-8.9899  0.522088  110.269 i
-8.78788  0.522088  105.975 i
-8.58586  0.522088  101.762 i
-8.38384  0.522088  97.6312 i
-8.18182  0.522088  93.582 i
-7.9798  0.522088  89.6144 i
-7.77778  0.522088  85.7285 i
-7.57576  0.522088  81.9241 i
-7.37374  0.522088  78.2014 i
-7.17172  0.522088  74.5603 i
-6.9697  0.522088  71.0009 i
-6.76768  0.522088  67.5231 i
-6.56566  0.522088  64.1268 i
-6.36364  0.522088  60.8123 i
-6.16162  0.522088  57.5793 i
-5.9596  0.522088  54.428 i
-5.75758  0.522088  51.3582 i
-5.55556  0.522088  48.3702 i
-5.35354  0.522088  45.4637 i
-5.15152  0.522088  42.6388 i
-4.94949  0.522088  39.8956 i
-4.74747  0.522088  37.234 i
-4.54545  0.522088  34.6541 i
-4.34343  0.522088  32.1557 i
-4.14141  0.522088  29.739 i
-3.93939  0.522088  27.4039 i
-3.73737  0.522088  25.1504 i
-3.53535  0.522088  22.9786 i
-3.33333  0.522088  20.8884 i
-3.13131  0.522088  18.8798 i
-2.92929  0.522088  16.9528 i
-2.72727  0.522088  15.1075 i
-2.52525  0.522088  13.3437 i
-2.32323  0.522088  11.6616 i
-2.12121  0.522088  10.0612 i
-1.91919  0.522088  8.5423 i
-1.71717  0.522088  7.10507 i
-1.51515  0.522088  5.74947 i
-1.31313  0.522088  4.47549 i
-1.11111  0.522088  3.28314 i
-0.909091  0.522088  2.17241 i
-0.707071  0.522088  1.1433 i
-0.505051  0.522088  0.19582 i
-0.30303  0.522088 -0.670037 i
-0.10101  0.522088 -1.45427 i
 0.10101  0.522088 -2.15688 i
 0.30303  0.522088 -2.77786 i
 0.505051  0.522088 -3.31722 i
 0.707071  0.522088 -3.77496 i
 0.909091  0.522088 -4.15107 i
 1.11111  0.522088 -4.44556 i
 1.31313  0.522088 -4.65842 i
 1.51515  0.522088 -4.78966 i
 1.71717  0.522088 -4.83927 i
 1.91919  0.522088 -4.80726 i
 2.12121  0.522088 -4.69362 i
 2.32323  0.522088 -4.49837 i
 2.52525  0.522088 -4.22148 i
 2.72727  0.522088 -3.86297 i
 2.92929  0.522088 -3.42284 i
 3.13131  0.522088 -2.90109 i
 3.33333  0.522088 -2.2977 i
 3.53535  0.522088 -1.6127 i
 3.73737  0.522088 -0.84607 i
 3.93939  0.522088  0.00218338 i
 4.14141  0.522088  0.932061 i
 4.34343  0.522088  1.94356 i
 4.54545  0.522088  3.03669 i
 4.74747  0.522088  4.21144 i
 4.94949  0.522088  5.46782 i
 5.15152  0.522088  6.80582 i
 5.35354  0.522088  8.22544 i
 5.55556  0.522088  9.72669 i
 5.75758  0.522088  11.3096 i
 5.9596  0.522088  12.9741 i
 6.16162  0.522088  14.7202 i
 6.36364  0.522088  16.5479 i
 6.56566  0.522088  18.4573 i
 6.76768  0.522088  20.4483 i
 6.9697  0.522088  22.5209 i
 7.17172  0.522088  24.6752 i
 7.37374  0.522088  26.911 i
 7.57576  0.522088  29.2285 i
 7.77778  0.522088  31.6276 i
 7.9798  0.522088  34.1084 i
 8.18182  0.522088  36.6707 i
 8.38384  0.522088  39.3147 i
 8.58586  0.522088  42.0403 i
 8.78788  0.522088  44.8476 i
 8.9899  0.522088  47.7364 i
 9.19192  0.522088  50.7069 i
 9.39394  0.522088  53.759 i
 9.59596  0.522088  56.8928 i
 9.79798  0.522088  60.1081 i
 10  0.522088  63.4051 i

# IsoCurve 132, 100 points
# x y z type
-10  0.60241  131.929 i
-9.79798  0.60241  127.243 i
-9.59596  0.60241  122.639 i
-9.39394  0.60241  118.116 i
-9.19192  0.60241  113.675 i
-8.9899  0.60241  109.316 i
-8.78788  0.60241  105.038 i
-8.58586  0.60241  100.841 i
-8.38384  0.60241  96.7269 i
-8.18182  0.60241  92.6939 i
-7.9798  0.60241  88.7425 i
-7.77778  0.60241  84.8728 i
-7.57576  0.60241  81.0847 i
-7.37374  0.60241  77.3782 i
-7.17172  0.60241  73.7533 i
-6.9697  0.60241  70.2101 i
-6.76768  0.60241  66.7485 i
-6.56566  0.60241  63.3685 i
-6.36364  0.60241  60.0702 i
-6.16162  0.60241  56.8534 i
-5.9596  0.60241  53.7183 i
-5.75758  0.60241  50.6648 i
-5.55556  0.60241  47.693 i
-5.35354  0.60241  44.8027 i
-5.15152  0.60241  41.9941 i
-4.94949  0.60241  39.2671 i
-4.74747  0.60241  36.6217 i
-4.54545  0.60241  34.058 i
-4.34343  0.60241  31.5759 i
-4.14141  0.60241  29.1754 i
-3.93939  0.60241  26.8565 i
-3.73737  0.60241  24.6193 i
-3.53535  0.60241  22.4637 i
-3.33333  0.60241  20.3897 i
-3.13131  0.60241  18.3973 i
-2.92929  0.60241  16.4866 i
-2.72727  0.60241  14.6574 i
-2.52525  0.60241  12.9099 i
-2.32323  0.60241  11.2441 i
-2.12121  0.60241  9.65981 i
-1.91919  0.60241  8.15718 i
-1.71717  0.60241  6.73618 i
-1.51515  0.60241  5.39681 i
-1.31313  0.60241  4.13905 i
-1.11111  0.60241  2.96293 i
-0.909091  0.60241  1.86842 i
-0.707071  0.60241  0.855544 i
-0.505051  0.60241 -0.0757104 i
-0.30303  0.60241 -0.925341 i
-0.10101  0.60241 -1.69335 i
 0.10101  0.60241 -2.37973 i
 0.30303  0.60241 -2.98449 i
 0.505051  0.60241 -3.50762 i
 0.707071  0.60241 -3.94913 i
 0.909091  0.60241 -4.30901 i
 1.11111  0.60241 -4.58727 i
 1.31313  0.60241 -4.78391 i
 1.51515  0.60241 -4.89892 i
 1.71717  0.60241 -4.93231 i
 1.91919  0.60241 -4.88407 i
 2.12121  0.60241 -4.75421 i
 2.32323  0.60241 -4.54272 i
 2.52525  0.60241 -4.24961 i
 2.72727  0.60241 -3.87488 i
 2.92929  0.60241 -3.41852 i
 3.13131  0.60241 -2.88054 i
 3.33333  0.60241 -2.26093 i
 3.53535  0.60241 -1.5597 i
 3.73737  0.60241 -0.776844 i
 3.93939  0.60241  0.0876365 i
 4.14141  0.60241  1.03374 i
 4.34343  0.60241  2.06147 i
 4.54545  0.60241  3.17082 i
 4.74747  0.60241  4.3618 i
 4.94949  0.60241  5.6344 i
 5.15152  0.60241  6.98863 i
 5.35354  0.60241  8.42448 i
 5.55556  0.60241  9.94195 i
 5.75758  0.60241  11.5411 i
 5.9596  0.60241  13.2218 i
 6.16162  0.60241  14.9841 i
 6.36364  0.60241  16.8281 i
 6.56566  0.60241  18.7537 i
 6.76768  0.60241  20.7609 i
 6.9697  0.60241  22.8498 i
 7.17172  0.60241  25.0202 i
 7.37374  0.60241  27.2723 i
 7.57576  0.60241  29.606 i
 7.77778  0.60241  32.0214 i
 7.9798  0.60241  34.5183 i
 8.18182  0.60241  37.0969 i
 8.38384  0.60241  39.7572 i
 8.58586  0.60241  42.499 i
 8.78788  0.60241  45.3225 i
 8.9899  0.60241  48.2275 i
 9.19192  0.60241  51.2143 i
 9.39394  0.60241  54.2826 i
 9.59596  0.60241  57.4326 i
 9.79798  0.60241  60.6641 i
 10  0.60241  63.9774 i

# IsoCurve 133, 100 points
# x y z type
-10  0.682731  130.908 i
-9.79798  0.682731  126.238 i
-9.59596  0.682731  121.65 i
-9.39394  0.682731  117.144 i
-9.19192  0.682731  112.719 i
-8.9899  0.682731  108.375 i
-8.78788  0.682731  104.114 i
-8.58586  0.682731  99.9338 i
-8.38384  0.682731  95.8354 i
-8.18182  0.682731  91.8186 i
-7.9798  0.682731  87.8835 i
-7.77778  0.682731  84.03 i
-7.57576  0.682731  80.2581 i
-7.37374  0.682731  76.5679 i
-7.17172  0.682731  72.9592 i
-6.9697  0.682731  69.4322 i
-6.76768  0.682731  65.9869 i
-6.56566  0.682731  62.6231 i
-6.36364  0.682731  59.341 i
-6.16162  0.682731  56.1405 i
-5.9596  0.682731  53.0216 i
-5.75758  0.682731  49.9843 i
-5.55556  0.682731  47.0287 i
-5.35354  0.682731  44.1547 i
-5.15152  0.682731  41.3623 i
-4.94949  0.682731  38.6515 i
-4.74747  0.682731  36.0224 i
-4.54545  0.682731  33.4749 i
-4.34343  0.682731  31.009 i
-4.14141  0.682731  28.6247 i
-3.93939  0.682731  26.3221 i
-3.73737  0.682731  24.101 i
-3.53535  0.682731  21.9616 i
-3.33333  0.682731  19.9039 i
-3.13131  0.682731  17.9277 i
-2.92929  0.682731  16.0332 i
-2.72727  0.682731  14.2203 i
-2.52525  0.682731  12.489 i
-2.32323  0.682731  10.8394 i
-2.12121  0.682731  9.27137 i
-1.91919  0.682731  7.78497 i
-1.71717  0.682731  6.3802 i
-1.51515  0.682731  5.05705 i
-1.31313  0.682731  3.81552 i
-1.11111  0.682731  2.65562 i
-0.909091  0.682731  1.57734 i
-0.707071  0.682731  0.580691 i
-0.505051  0.682731 -0.334338 i
-0.30303  0.682731 -1.16774 i
-0.10101  0.682731 -1.91952 i
 0.10101  0.682731 -2.58968 i
 0.30303  0.682731 -3.17821 i
 0.505051  0.682731 -3.68511 i
 0.707071  0.682731 -4.1104 i
 0.909091  0.682731 -4.45406 i
 1.11111  0.682731 -4.71609 i
 1.31313  0.682731 -4.8965 i
 1.51515  0.682731 -4.99528 i
 1.71717  0.682731 -5.01244 i
 1.91919  0.682731 -4.94798 i
 2.12121  0.682731 -4.80189 i
 2.32323  0.682731 -4.57418 i
 2.52525  0.682731 -4.26484 i
 2.72727  0.682731 -3.87388 i
 2.92929  0.682731 -3.4013 i
 3.13131  0.682731 -2.84709 i
 3.33333  0.682731 -2.21125 i
 3.53535  0.682731 -1.4938 i
 3.73737  0.682731 -0.694714 i
 3.93939  0.682731  0.185993 i
 4.14141  0.682731  1.14832 i
 4.34343  0.682731  2.19228 i
 4.54545  0.682731  3.31786 i
 4.74747  0.682731  4.52506 i
 4.94949  0.682731  5.81389 i
 5.15152  0.682731  7.18434 i
 5.35354  0.682731  8.63642 i
 5.55556  0.682731  10.1701 i
 5.75758  0.682731  11.7854 i
 5.9596  0.682731  13.4824 i
 6.16162  0.682731  15.261 i
 6.36364  0.682731  17.1212 i
 6.56566  0.682731  19.063 i
 6.76768  0.682731  21.0864 i
 6.9697  0.682731  23.1915 i
 7.17172  0.682731  25.3782 i
 7.37374  0.682731  27.6465 i
 7.57576  0.682731  29.9965 i
 7.77778  0.682731  32.428 i
 7.9798  0.682731  34.9412 i
 8.18182  0.682731  37.5361 i
 8.38384  0.682731  40.2125 i
 8.58586  0.682731  42.9706 i
 8.78788  0.682731  45.8103 i
 8.9899  0.682731  48.7316 i
 9.19192  0.682731  51.7345 i
 9.39394  0.682731  54.8191 i
 9.59596  0.682731  57.9853 i
 9.79798  0.682731  61.2331 i
 10  0.682731  64.5625 i

# IsoCurve 134, 100 points
# x y z type
-10  0.763052  129.9 i
-9.79798  0.763052  125.246 i
-9.59596  0.763052  120.674 i
-9.39394  0.763052  116.184 i
-9.19192  0.763052  111.775 i
-8.9899  0.763052  107.448 i
-8.78788  0.763052  103.203 i
-8.58586  0.763052  99.039 i
-8.38384  0.763052  94.9568 i
-8.18182  0.763052  90.9563 i
-7.9798  0.763052  87.0374 i
-7.77778  0.763052  83.2001 i
-7.57576  0.763052  79.4445 i
-7.37374  0.763052  75.7704 i
-7.17172  0.763052  72.178 i
-6.9697  0.763052  68.6673 i
-6.76768  0.763052  65.2381 i
-6.56566  0.763052  61.8906 i
-6.36364  0.763052  58.6247 i
-6.16162  0.763052  55.4404 i
-5.9596  0.763052  52.3377 i
-5.75758  0.763052  49.3167 i
-5.55556  0.763052  46.3773 i
-5.35354  0.763052  43.5195 i
-5.15152  0.763052  40.7433 i
-4.94949  0.763052  38.0488 i
-4.74747  0.763052  35.4359 i
-4.54545  0.763052  32.9046 i
-4.34343  0.763052  30.4549 i
-4.14141  0.763052  28.0869 i
-3.93939  0.763052  25.8005 i
-3.73737  0.763052  23.5957 i
-3.53535  0.763052  21.4725 i
-3.33333  0.763052  19.431 i
-3.13131  0.763052  17.4711 i
-2.92929  0.763052  15.5928 i
-2.72727  0.763052  13.7961 i
-2.52525  0.763052  12.0811 i
-2.32323  0.763052  10.4476 i
-2.12121  0.763052  8.89583 i
-1.91919  0.763052  7.42566 i
-1.71717  0.763052  6.03711 i
-1.51515  0.763052  4.73019 i
-1.31313  0.763052  3.50489 i
-1.11111  0.763052  2.36122 i
-0.909091  0.763052  1.29917 i
-0.707071  0.763052  0.31874 i
-0.505051  0.763052 -0.580062 i
-0.30303  0.763052 -1.39724 i
-0.10101  0.763052 -2.13279 i
 0.10101  0.763052 -2.78672 i
 0.30303  0.763052 -3.35903 i
 0.505051  0.763052 -3.84971 i
 0.707071  0.763052 -4.25876 i
 0.909091  0.763052 -4.58619 i
 1.11111  0.763052 -4.832 i
 1.31313  0.763052 -4.99618 i
 1.51515  0.763052 -5.07874 i
 1.71717  0.763052 -5.07968 i
 1.91919  0.763052 -4.99899 i
 2.12121  0.763052 -4.83667 i
 2.32323  0.763052 -4.59273 i
 2.52525  0.763052 -4.26717 i
 2.72727  0.763052 -3.85998 i
 2.92929  0.763052 -3.37117 i
 3.13131  0.763052 -2.80074 i
 3.33333  0.763052 -2.14868 i
 3.53535  0.763052 -1.41499 i
 3.73737  0.763052 -0.599681 i
 3.93939  0.763052  0.297252 i
 4.14141  0.763052  1.27581 i
 4.34343  0.763052  2.33599 i
 4.54545  0.763052  3.4778 i
 4.74747  0.763052  4.70123 i
 4.94949  0.763052  6.00628 i
 5.15152  0.763052  7.39296 i
 5.35354  0.763052  8.86127 i
 5.55556  0.763052  10.4112 i
 5.75758  0.763052  12.0427 i
 5.9596  0.763052  13.7559 i
 6.16162  0.763052  15.5507 i
 6.36364  0.763052  17.4271 i
 6.56566  0.763052  19.3852 i
 6.76768  0.763052  21.4249 i
 6.9697  0.763052  23.5462 i
 7.17172  0.763052  25.7491 i
 7.37374  0.763052  28.0336 i
 7.57576  0.763052  30.3998 i
 7.77778  0.763052  32.8476 i
 7.9798  0.763052  35.377 i
 8.18182  0.763052  37.9881 i
 8.38384  0.763052  40.6807 i
 8.58586  0.763052  43.455 i
 8.78788  0.763052  46.3109 i
 8.9899  0.763052  49.2485 i
 9.19192  0.763052  52.2677 i
 9.39394  0.763052  55.3684 i
 9.59596  0.763052  58.5509 i
 9.79798  0.763052  61.8149 i
 10  0.763052  65.1606 i

# IsoCurve 135, 100 points
# x y z type
-10  0.843373  128.904 i
-9.79798  0.843373  124.267 i
-9.59596  0.843373  119.711 i
-9.39394  0.843373  115.237 i
-9.19192  0.843373  110.845 i
-8.9899  0.843373  106.534 i
-8.78788  0.843373  102.305 i
-8.58586  0.843373  98.1571 i
-8.38384  0.843373  94.0912 i
-8.18182  0.843373  90.1069 i
-7.9798  0.843373  86.2042 i
-7.77778  0.843373  82.3832 i
-7.57576  0.843373  78.6437 i
-7.37374  0.843373  74.9859 i
-7.17172  0.843373  71.4097 i
-6.9697  0.843373  67.9152 i
-6.76768  0.843373  64.5023 i
-6.56566  0.843373  61.171 i
-6.36364  0.843373  57.9213 i
-6.16162  0.843373  54.7532 i
-5.9596  0.843373  51.6668 i
-5.75758  0.843373  48.662 i
-5.55556  0.843373  45.7388 i
-5.35354  0.843373  42.8972 i
-5.15152  0.843373  40.1373 i
-4.94949  0.843373  37.459 i
-4.74747  0.843373  34.8623 i
-4.54545  0.843373  32.3472 i
-4.34343  0.843373  29.9138 i
-4.14141  0.843373  27.562 i
-3.93939  0.843373  25.2918 i
-3.73737  0.843373  23.1032 i
-3.53535  0.843373  20.9963 i
-3.33333  0.843373  18.971 i
-3.13131  0.843373  17.0273 i
-2.92929  0.843373  15.1652 i
-2.72727  0.843373  13.3848 i
-2.52525  0.843373  11.686 i
-2.32323  0.843373  10.0688 i
-2.12121  0.843373  8.5332 i
-1.91919  0.843373  7.07925 i
-1.71717  0.843373  5.70693 i
-1.51515  0.843373  4.41624 i
-1.31313  0.843373  3.20716 i
-1.11111  0.843373  2.07972 i
-0.909091  0.843373  1.03389 i
-0.707071  0.843373  0.069692 i
-0.505051  0.843373 -0.812883 i
-0.30303  0.843373 -1.61383 i
-0.10101  0.843373 -2.33316 i
 0.10101  0.843373 -2.97086 i
 0.30303  0.843373 -3.52694 i
 0.505051  0.843373 -4.00139 i
 0.707071  0.843373 -4.39422 i
 0.909091  0.843373 -4.70543 i
 1.11111  0.843373 -4.93501 i
 1.31313  0.843373 -5.08297 i
 1.51515  0.843373 -5.1493 i
 1.71717  0.843373 -5.13401 i
 1.91919  0.843373 -5.03709 i
 2.12121  0.843373 -4.85855 i
 2.32323  0.843373 -4.59838 i
 2.52525  0.843373 -4.25659 i
 2.72727  0.843373 -3.83318 i
 2.92929  0.843373 -3.32814 i
 3.13131  0.843373 -2.74148 i
 3.33333  0.843373 -2.07319 i
 3.53535  0.843373 -1.32328 i
 3.73737  0.843373 -0.491746 i
 3.93939  0.843373  0.421414 i
 4.14141  0.843373  1.4162 i
 4.34343  0.843373  2.49261 i
 4.54545  0.843373  3.65064 i
 4.74747  0.843373  4.8903 i
 4.94949  0.843373  6.21158 i
 5.15152  0.843373  7.61448 i
 5.35354  0.843373  9.09901 i
 5.55556  0.843373  10.6652 i
 5.75758  0.843373  12.3129 i
 5.9596  0.843373  14.0424 i
 6.16162  0.843373  15.8534 i
 6.36364  0.843373  17.746 i
 6.56566  0.843373  19.7203 i
 6.76768  0.843373  21.7762 i
 6.9697  0.843373  23.9137 i
 7.17172  0.843373  26.1329 i
 7.37374  0.843373  28.4337 i
 7.57576  0.843373  30.8161 i
 7.77778  0.843373  33.2801 i
 7.9798  0.843373  35.8257 i
 8.18182  0.843373  38.453 i
 8.38384  0.843373  41.1619 i
 8.58586  0.843373  43.9524 i
 8.78788  0.843373  46.8245 i
 8.9899  0.843373  49.7783 i
 9.19192  0.843373  52.8137 i
 9.39394  0.843373  55.9307 i
 9.59596  0.843373  59.1294 i
 9.79798  0.843373  62.4096 i
 10  0.843373  65.7715 i

# IsoCurve 136, 100 points
# x y z type
-10  0.923695  127.921 i
-9.79798  0.923695  123.3 i
-9.59596  0.923695  118.761 i
-9.39394  0.923695  114.303 i
-9.19192  0.923695  109.927 i
-8.9899  0.923695  105.632 i
-8.78788  0.923695  101.419 i
-8.58586  0.923695  97.2881 i
-8.38384  0.923695  93.2384 i
-8.18182  0.923695  89.2704 i
-7.9798  0.923695  85.3839 i
-7.77778  0.923695  81.5791 i
-7.57576  0.923695  77.8559 i
-7.37374  0.923695  74.2143 i
-7.17172  0.923695  70.6544 i
-6.9697  0.923695  67.176 i
-6.76768  0.923695  63.7793 i
-6.56566  0.923695  60.4642 i
-6.36364  0.923695  57.2308 i
-6.16162  0.923695  54.079 i
-5.9596  0.923695  51.0088 i
-5.75758  0.923695  48.0202 i
-5.55556  0.923695  45.1132 i
-5.35354  0.923695  42.2879 i
-5.15152  0.923695  39.5442 i
-4.94949  0.923695  36.8821 i
-4.74747  0.923695  34.3016 i
-4.54545  0.923695  31.8028 i
-4.34343  0.923695  29.3856 i
-4.14141  0.923695  27.05 i
-3.93939  0.923695  24.796 i
-3.73737  0.923695  22.6237 i
-3.53535  0.923695  20.533 i
-3.33333  0.923695  18.5239 i
-3.13131  0.923695  16.5964 i
-2.92929  0.923695  14.7506 i
-2.72727  0.923695  12.9864 i
-2.52525  0.923695  11.3038 i
-2.32323  0.923695  9.70281 i
-2.12121  0.923695  8.18347 i
-1.91919  0.923695  6.74575 i
-1.71717  0.923695  5.38966 i
-1.51515  0.923695  4.11519 i
-1.31313  0.923695  2.92234 i
-1.11111  0.923695  1.81112 i
-0.909091  0.923695  0.78152 i
-0.707071  0.923695 -0.166453 i
-0.505051  0.923695 -1.0328 i
-0.30303  0.923695 -1.81753 i
-0.10101  0.923695 -2.52063 i
 0.10101  0.923695 -3.1421 i
 0.30303  0.923695 -3.68195 i
 0.505051  0.923695 -4.14018 i
 0.707071  0.923695 -4.51678 i
 0.909091  0.923695 -4.81176 i
 1.11111  0.923695 -5.02512 i
 1.31313  0.923695 -5.15685 i
 1.51515  0.923695 -5.20695 i
 1.71717  0.923695 -5.17543 i
 1.91919  0.923695 -5.06229 i
 2.12121  0.923695 -4.86752 i
 2.32323  0.923695 -4.59113 i
 2.52525  0.923695 -4.23311 i
 2.72727  0.923695 -3.79347 i
 2.92929  0.923695 -3.27221 i
 3.13131  0.923695 -2.66932 i
 3.33333  0.923695 -1.98481 i
 3.53535  0.923695 -1.21867 i
 3.73737  0.923695 -0.370907 i
 3.93939  0.923695  0.558479 i
 4.14141  0.923695  1.56949 i
 4.34343  0.923695  2.66213 i
 4.54545  0.923695  3.83638 i
 4.74747  0.923695  5.09227 i
